n,setor,subsecao,afirmacao,score,interview,ts,dim,dim_nome,maturity,confidence,termos,paraphrase,decisao,ancora_substituta,nota,orfa
66,Academia,3.3.5. Soluções Propostas,"Setor de Inovação na Prefeitura: Criar um setor de P&D (Pesquisa e Desenvolvimento) na prefeitura para desburocratizar a relação com a academia e aproveitar o conhecimento local, evitando a busca por soluções estrangeiras.",0.5,ENT-006,00:34:09,3.2.1,Parcerias com universidades e centros de pesquisa,inexistente,alta,criar|desenvolvimento|inovacao|local|pesquisa|prefeitura|setor|solucoes,"OPORTUNIDADE ESTRUTURANTE. Proposta de unidade municipal dedicada a parceria com ensino e pesquisa, com argumento de adequação da solução ao contexto local. Responde simultaneamente à lacuna de parceria científica e à ausência de unidade de estruturação de projetos registrada em ENT-003.",,,,
66,Academia,3.3.5. Soluções Propostas,"Setor de Inovação na Prefeitura: Criar um setor de P&D (Pesquisa e Desenvolvimento) na prefeitura para desburocratizar a relação com a academia e aproveitar o conhecimento local, evitando a busca por soluções estrangeiras.",0.312,ENT-020,00:22:28,3.2.1,Parcerias com universidades e centros de pesquisa,inexistente,alta,academia|conhecimento|pesquisa|prefeitura|relacao,"Quarta confirmação da lacuna de parceria científica (com ENT-006, ENT-012 e ENT-019). O acesso ao conhecimento acadêmico depende de relação pessoal com dirigentes — mesmo padrão de personalização que ENT-003 registra na coordenação horizontal e ENT-015 na titularidade da agenda. Dimensão «Muito alta».",,,,
66,Academia,3.3.5. Soluções Propostas,"Setor de Inovação na Prefeitura: Criar um setor de P&D (Pesquisa e Desenvolvimento) na prefeitura para desburocratizar a relação com a academia e aproveitar o conhecimento local, evitando a busca por soluções estrangeiras.",0.188,ENT-006,00:29:01,3.2.5,Integração dos dados em planejamento e projetos financiáveis,inexistente,alta,conhecimento|pesquisa|prefeitura,"LACUNA. O conhecimento produzido localmente não chega ao planejamento nem à estruturação de projeto. Dimensão «Muito alta»: sem essa integração, os projetos que a cidade apresentaria a um financiador não têm base técnica própria — e ela existe, na cidade, sem ser usada.",,,,
67,Academia,3.3.5. Soluções Propostas,"Mitigação de Desastres: Investir em soluções baseadas na natureza (SBN), como ""jardins de chuva"", testando em pontos críticos para posterior replicação.",0.154,ENT-006,00:45:34,2.1.7,Financiamento para riscos e desastres,em_implementacao,media,desastres|posterior,"Avaliação externa de que a capacidade de resposta a desastre é insuficiente em pessoal. Diverge da leitura de ENT-005, que considera a resposta rápida — a diferença é o objeto: resposta imediata ao evento versus recomposição posterior do dano.",,,,
67,Academia,3.3.5. Soluções Propostas,"Mitigação de Desastres: Investir em soluções baseadas na natureza (SBN), como ""jardins de chuva"", testando em pontos críticos para posterior replicação.",0.077,ENT-006,00:11:11,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,pontos,"Risco de alagamento confirmado, e imediatamente associado a uma causa de política pública municipal: a substituição de canteiro gramado por pavimento na implantação de ciclovia. Não é o clima agindo sobre a cidade, é a obra recente ampliando a exposição.",,,,
67,Academia,3.3.5. Soluções Propostas,"Mitigação de Desastres: Investir em soluções baseadas na natureza (SBN), como ""jardins de chuva"", testando em pontos críticos para posterior replicação.",0.077,ENT-006,00:21:09,3.1.1,Sistema municipal de dados climáticos e territoriais,inexistente,alta,pontos,"DIVERGÊNCIA VERIFICADA EM CAMPO. A informação publicada pelo município sobre pontos de destinação de resíduo eletrônico não corresponde à realidade, constatado por tentativa direta da participante. O dado público existe e está errado — o que é pior que ausência de dado para qualquer decisão que dele dependa.",,,,
68,Academia,3.3.5. Soluções Propostas,Revisão Normativa: Realizar um levantamento das leis municipais de meio ambiente existentes para identificar conflitos com a legislação federal e lacunas de implementação.,0.4,ENT-020,00:35:53,1.1.8,Revisão periódica da política climática,inexistente,alta,ambiente|implementacao|levantamento|meio|municipais|revisao,"RECOMENDAÇÃO METODOLÓGICA DIRETA AO PRODUTO. Existe política municipal de meio ambiente não implementada, e nunca se levantou o conjunto de normas municipais que incidem sobre a agenda climática. É a lacuna mais barata de fechar do diagnóstico inteiro — um levantamento normativo — e a que mais reduz o risco de propor o que já está previsto em lei.",,,,
68,Academia,3.3.5. Soluções Propostas,Revisão Normativa: Realizar um levantamento das leis municipais de meio ambiente existentes para identificar conflitos com a legislação federal e lacunas de implementação.,0.2,ENT-019,00:19:57,4.1.4,Coordenação regional/metropolitana com municípios vizinhos,inexistente,alta,ambiente|meio|municipais,"Argumento técnico pela escala regional: bacias, remanescentes florestais e mobilidade pendular atravessam os limites municipais. Converge com ENT-014 (cidade dormitório) e ENT-010-ENT-011 (vulnerabilidade na faixa de conurbação). Dimensão «Alta».",,,,
68,Academia,3.3.5. Soluções Propostas,Revisão Normativa: Realizar um levantamento das leis municipais de meio ambiente existentes para identificar conflitos com a legislação federal e lacunas de implementação.,0.2,ENT-020,00:29:24,1.1.6,Alinhamento da adaptação com políticas nacionais/estaduais,inexistente,alta,ambiente|existentes|meio,"RECOMENDAÇÃO DE ENQUADRAMENTO. Tratar a agenda climática dentro da agenda ambiental, que tem base constitucional consolidada, em vez de constituí-la como pauta apartada. Reduz resistência política e se apoia em normas já existentes — e converge com a proposta de ENT-005 de inserir a pauta ambiental em instância já consolidada, em vez de criar instância nova.",,,,
69,Sociedade Civil,"3.4.1. Política Climática: incorporação, riscos e desafios","Riscos e Vulnerabilidades Iguais, Impactos Desiguais: Os riscos (ventos fortes, chuvas intensas, alagamentos, secas e até tornados) são democraticamente distribuídos, não fazendo distinção entre áreas nobres e bairros de menor renda. No entanto, os impactos são profundamente desiguais. Áreas centrais possuem manutenção de arborização superior e resposta mais ágil a emergências, enquanto periferias sofrem mais com quedas de energia, falta de infraestrutura e habitações precárias.",0.158,ENT-005,00:06:29,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,chuvas|energia|fortes|riscos|ventos|vulnerabilidades,"Risco prioritário identificado da perspectiva da sociedade civil: vendaval, com interrupção prolongada do serviço de energia. Acrescenta ao par erosão/alagamento registrado no bloco público um terceiro vetor — vento — cujo impacto se dá sobre a rede elétrica aérea, ativo que não é municipal.",,,,
69,Sociedade Civil,"3.4.1. Política Climática: incorporação, riscos e desafios","Riscos e Vulnerabilidades Iguais, Impactos Desiguais: Os riscos (ventos fortes, chuvas intensas, alagamentos, secas e até tornados) são democraticamente distribuídos, não fazendo distinção entre áreas nobres e bairros de menor renda. No entanto, os impactos são profundamente desiguais. Áreas centrais possuem manutenção de arborização superior e resposta mais ágil a emergências, enquanto periferias sofrem mais com quedas de energia, falta de infraestrutura e habitações precárias.",0.132,ENT-007,00:06:56,3.2.4,Dados socioeconômicos e territoriais para adaptação inclusiva,inexistente,alta,arborizacao|areas|centrais|infraestrutura|manutencao,"ACHADO DISTRIBUTIVO. A desigualdade territorial se reproduz na infraestrutura verde: a periferia tem menos arborização e menos manutenção. Consequência dupla — menor sombreamento e conforto térmico onde a vulnerabilidade é maior, e concentração do investimento de manutenção onde ela é menor. Dado de exposição que nenhuma base municipal citada no corpus organiza.",,,,
69,Sociedade Civil,"3.4.1. Política Climática: incorporação, riscos e desafios","Riscos e Vulnerabilidades Iguais, Impactos Desiguais: Os riscos (ventos fortes, chuvas intensas, alagamentos, secas e até tornados) são democraticamente distribuídos, não fazendo distinção entre áreas nobres e bairros de menor renda. No entanto, os impactos são profundamente desiguais. Áreas centrais possuem manutenção de arborização superior e resposta mais ágil a emergências, enquanto periferias sofrem mais com quedas de energia, falta de infraestrutura e habitações precárias.",0.132,ENT-010-ENT-011,00:14:52,1.1.5,Avaliação de riscos e vulnerabilidades climáticas,em_implementacao,alta,alagamentos|distincao|manutencao|riscos|vulnerabilidades,"Distinção técnica decisiva: não há inundação de macrodrenagem, e sim alagamento de microdrenagem. Confirma que a faixa ciliar dobrada relatada em ENT-009 tem efeito hidrológico real e protege a cidade — a norma mais exigente produziu resultado. O investimento necessário é de rede local e manutenção, não de grande obra fluvial.",,,,
70,Sociedade Civil,"3.4.1. Política Climática: incorporação, riscos e desafios","Desigualdade na Arborização e Gestão Ineficaz: A arborização é desigual, concentrando-se em áreas centrais e sendo precária em bairros periféricos, o que acentua a diferença de temperatura e a sensação térmica. Apesar da existência de um plano de arborização, a efetividade é baixa, com ausência de replantio adequado, falta de fiscalização e negligência na substituição por espécies nativas.",0.133,ENT-007,00:06:56,3.2.4,Dados socioeconômicos e territoriais para adaptação inclusiva,inexistente,alta,arborizacao|areas|centrais|desigualdade,"ACHADO DISTRIBUTIVO. A desigualdade territorial se reproduz na infraestrutura verde: a periferia tem menos arborização e menos manutenção. Consequência dupla — menor sombreamento e conforto térmico onde a vulnerabilidade é maior, e concentração do investimento de manutenção onde ela é menor. Dado de exposição que nenhuma base municipal citada no corpus organiza.",,,,
70,Sociedade Civil,"3.4.1. Política Climática: incorporação, riscos e desafios","Desigualdade na Arborização e Gestão Ineficaz: A arborização é desigual, concentrando-se em áreas centrais e sendo precária em bairros periféricos, o que acentua a diferença de temperatura e a sensação térmica. Apesar da existência de um plano de arborização, a efetividade é baixa, com ausência de replantio adequado, falta de fiscalização e negligência na substituição por espécies nativas.",0.133,ENT-007,00:18:28,3.2.3,"Dados de risco, vulnerabilidade e exposição",inexistente,alta,arborizacao|areas|plano|substituicao,"PRIORIDADE PROPOSTA. Inventário georreferenciado do estoque arbóreo com classificação de risco, articulado a plano de substituição e a recorte de áreas críticas. É projeto de dado de risco com escopo definido, custo modesto e efeito direto sobre a ocorrência que mais paralisa a cidade — o candidato mais maduro a projeto financiável surgido no corpus.",,,,
